batch_size,repeat,timepoints,spins,samples,t_gpu_s,t_build_s,t_split_s,t_total_s,pct_gpu,pct_overhead,gpu_name,started_at,finished_at,checksum,mem_total_B,mem_free_before_B,mem_used_before_B,mem_free_after_B,mem_used_after_B,mem_used_after_pct
7000,4,1000,700000,7000000,187.165587,0.030960,0.646975,187.843797,99.64,0.36,Tesla T4,2025-08-27 15:08:31,2025-08-27 15:11:38,1.742836e+08,15642329088,15523905536,118423552,9819652096,5822676992,37.22
7000,5,1000,700000,7000000,186.484361,0.027869,0.643630,187.156209,99.64,0.36,Tesla T4,2025-08-27 15:11:39,2025-08-27 15:14:47,1.742836e+08,15642329088,15523905536,118423552,9819652096,5822676992,37.22
7000,6,1000,700000,7000000,188.006860,0.027883,0.635734,188.670767,99.65,0.35,Tesla T4,2025-08-27 15:14:47,2025-08-27 15:17:56,1.742836e+08,15642329088,15523905536,118423552,9819652096,5822676992,37.22
7000,7,1000,700000,7000000,187.239965,0.026968,0.661151,187.928379,99.63,0.37,Tesla T4,2025-08-27 15:17:57,2025-08-27 15:21:05,1.742836e+08,15642329088,15523905536,118423552,9819652096,5822676992,37.22
7000,8,1000,700000,7000000,187.848503,0.026588,0.658688,188.534077,99.64,0.36,Tesla T4,2025-08-27 15:21:06,2025-08-27 15:24:14,1.742836e+08,15642329088,15523905536,118423552,9819652096,5822676992,37.22
7250,1,1000,725000,7250000,201.028223,0.027764,0.670718,201.727058,99.65,0.35,Tesla T4,2025-08-27 15:24:15,2025-08-27 15:27:37,1.791583e+08,15642329088,15523905536,118423552,9618325504,6024003584,38.51
7250,2,1000,725000,7250000,198.774681,0.027410,0.703039,199.505459,99.63,0.37,Tesla T4,2025-08-27 15:27:38,2025-08-27 15:30:57,1.791583e+08,15642329088,15523905536,118423552,9618325504,6024003584,38.51
7250,3,1000,725000,7250000,197.216080,0.026089,0.639500,197.881971,99.66,0.34,Tesla T4,2025-08-27 15:30:58,2025-08-27 15:34:16,1.791583e+08,15642329088,15523905536,118423552,9618325504,6024003584,38.51
7250,4,1000,725000,7250000,195.153935,0.028994,0.660072,195.843329,99.65,0.35,Tesla T4,2025-08-27 15:34:17,2025-08-27 15:37:33,1.791583e+08,15642329088,15523905536,118423552,9618325504,6024003584,38.51
7250,5,1000,725000,7250000,194.555904,0.027421,0.643882,195.227500,99.66,0.34,Tesla T4,2025-08-27 15:37:34,2025-08-27 15:40:49,1.791583e+08,15642329088,15523905536,118423552,9618325504,6024003584,38.51
7250,6,1000,725000,7250000,195.463207,0.030486,0.646491,196.140485,99.65,0.35,Tesla T4,2025-08-27 15:40:50,2025-08-27 15:44:06,1.791583e+08,15642329088,15523905536,118423552,9618325504,6024003584,38.51
7250,7,1000,725000,7250000,194.193424,0.027464,0.642025,194.863194,99.66,0.34,Tesla T4,2025-08-27 15:44:07,2025-08-27 15:47:22,1.791583e+08,15642329088,15523905536,118423552,9618325504,6024003584,38.51
7250,8,1000,725000,7250000,194.958692,0.025899,0.662500,195.647370,99.65,0.35,Tesla T4,2025-08-27 15:47:23,2025-08-27 15:50:39,1.791583e+08,15642329088,15523905536,118423552,9618325504,6024003584,38.51
7500,1,1000,750000,7500000,203.736178,0.029121,0.661012,204.426621,99.66,0.34,Tesla T4,2025-08-27 15:50:39,2025-08-27 15:54:04,1.843256e+08,15642329088,15523905536,118423552,9416998912,6225330176,39.80
7500,2,1000,750000,7500000,204.077411,0.032452,0.700957,204.811120,99.64,0.36,Tesla T4,2025-08-27 15:54:05,2025-08-27 15:57:30,1.843256e+08,15642329088,15523905536,118423552,9416998912,6225330176,39.80
7500,3,1000,750000,7500000,204.399380,0.028941,0.687770,205.116455,99.65,0.35,Tesla T4,2025-08-27 15:57:30,2025-08-27 16:00:56,1.843256e+08,15642329088,15523905536,118423552,9416998912,6225330176,39.80
7500,4,1000,750000,7500000,208.168860,0.028155,0.690589,208.887946,99.66,0.34,Tesla T4,2025-08-27 16:00:57,2025-08-27 16:04:25,1.843256e+08,15642329088,15523905536,118423552,9416998912,6225330176,39.80
7500,5,1000,750000,7500000,204.114168,0.033515,0.671792,204.819777,99.66,0.34,Tesla T4,2025-08-27 16:04:26,2025-08-27 16:07:51,1.843256e+08,15642329088,15523905536,118423552,9416998912,6225330176,39.80
7500,6,1000,750000,7500000,206.589808,0.032412,0.678326,207.300833,99.66,0.34,Tesla T4,2025-08-27 16:07:52,2025-08-27 16:11:19,1.843256e+08,15642329088,15523905536,118423552,9416998912,6225330176,39.80
7500,7,1000,750000,7500000,206.346544,0.027803,0.679154,207.053828,99.66,0.34,Tesla T4,2025-08-27 16:11:20,2025-08-27 16:14:47,1.843256e+08,15642329088,15523905536,118423552,9416998912,6225330176,39.80
7500,8,1000,750000,7500000,205.955096,0.027093,0.688736,206.671262,99.65,0.35,Tesla T4,2025-08-27 16:14:48,2025-08-27 16:18:15,1.843256e+08,15642329088,15523905536,118423552,9416998912,6225330176,39.80
7750,1,1000,775000,7750000,214.167520,0.030284,0.697805,214.895886,99.66,0.34,Tesla T4,2025-08-27 16:18:16,2025-08-27 16:21:51,1.898208e+08,15642329088,15523905536,118423552,9215672320,6426656768,41.09
7750,2,1000,775000,7750000,213.724923,0.036668,0.713774,214.475645,99.65,0.35,Tesla T4,2025-08-27 16:21:52,2025-08-27 16:25:26,1.898208e+08,15642329088,15523905536,118423552,9215672320,6426656768,41.09
7750,3,1000,775000,7750000,218.552209,0.033859,0.798326,219.384723,99.62,0.38,Tesla T4,2025-08-27 16:25:27,2025-08-27 16:29:07,1.898208e+08,15642329088,15523905536,118423552,9215672320,6426656768,41.09
7750,4,1000,775000,7750000,214.500300,0.032593,0.796471,215.329690,99.61,0.39,Tesla T4,2025-08-27 16:29:08,2025-08-27 16:32:43,1.898208e+08,15642329088,15523905536,118423552,9215672320,6426656768,41.09
7750,5,1000,775000,7750000,212.915952,0.027781,0.703868,213.647902,99.66,0.34,Tesla T4,2025-08-27 16:32:44,2025-08-27 16:36:18,1.898208e+08,15642329088,15523905536,118423552,9215672320,6426656768,41.09
7750,6,1000,775000,7750000,216.835668,0.031826,0.727817,217.595638,99.65,0.35,Tesla T4,2025-08-27 16:36:19,2025-08-27 16:39:56,1.898208e+08,15642329088,15523905536,118423552,9215672320,6426656768,41.09
7750,7,1000,775000,7750000,215.687077,0.035791,0.692515,216.415702,99.66,0.34,Tesla T4,2025-08-27 16:39:57,2025-08-27 16:43:33,1.898208e+08,15642329088,15523905536,118423552,9215672320,6426656768,41.09
7750,8,1000,775000,7750000,214.552523,0.030912,0.723568,215.307381,99.65,0.35,Tesla T4,2025-08-27 16:43:34,2025-08-27 16:47:10,1.898208e+08,15642329088,15523905536,118423552,9215672320,6426656768,41.09
8000,1,1000,800000,8000000,224.393562,0.030570,0.724836,225.149302,99.66,0.34,Tesla T4,2025-08-27 16:47:11,2025-08-27 16:50:56,1.956400e+08,15642329088,15523905536,118423552,9014345728,6627983360,42.37
8000,2,1000,800000,8000000,224.513231,0.034638,0.757426,225.305627,99.65,0.35,Tesla T4,2025-08-27 16:50:57,2025-08-27 16:54:42,1.956400e+08,15642329088,15523905536,118423552,9014345728,6627983360,42.37
8000,3,1000,800000,8000000,224.279276,0.031981,0.795846,225.107427,99.63,0.37,Tesla T4,2025-08-27 16:54:43,2025-08-27 16:58:28,1.956400e+08,15642329088,15523905536,118423552,9014345728,6627983360,42.37
8000,4,1000,800000,8000000,222.890681,0.028083,0.751083,223.670117,99.65,0.35,Tesla T4,2025-08-27 16:58:29,2025-08-27 17:02:13,1.956400e+08,15642329088,15523905536,118423552,9014345728,6627983360,42.37
8000,5,1000,800000,8000000,224.033160,0.029693,0.728103,224.791244,99.66,0.34,Tesla T4,2025-08-27 17:02:14,2025-08-27 17:05:59,1.956400e+08,15642329088,15523905536,118423552,9014345728,6627983360,42.37
8000,6,1000,800000,8000000,222.069019,0.030960,0.724036,222.824598,99.66,0.34,Tesla T4,2025-08-27 17:06:00,2025-08-27 17:09:42,1.956400e+08,15642329088,15523905536,118423552,9014345728,6627983360,42.37
8000,7,1000,800000,8000000,222.623351,0.032035,0.731085,223.386804,99.66,0.34,Tesla T4,2025-08-27 17:09:43,2025-08-27 17:13:27,1.956400e+08,15642329088,15523905536,118423552,9014345728,6627983360,42.37
8000,8,1000,800000,8000000,228.769237,0.026995,0.743313,229.539907,99.66,0.34,Tesla T4,2025-08-27 17:13:28,2025-08-27 17:17:17,1.956400e+08,15642329088,15523905536,118423552,9014345728,6627983360,42.37
8250,1,1000,825000,8250000,236.325482,0.029845,0.727747,237.083431,99.68,0.32,Tesla T4,2025-08-27 17:17:18,2025-08-27 17:21:15,2.017706e+08,15642329088,15523905536,118423552,8813019136,6829309952,43.66
8250,2,1000,825000,8250000,234.772491,0.029223,0.773214,235.575247,99.66,0.34,Tesla T4,2025-08-27 17:21:16,2025-08-27 17:25:12,2.017706e+08,15642329088,15523905536,118423552,8813019136,6829309952,43.66
8250,3,1000,825000,8250000,238.750687,0.026292,0.759122,239.536448,99.67,0.33,Tesla T4,2025-08-27 17:25:13,2025-08-27 17:29:13,2.017706e+08,15642329088,15523905536,118423552,8813019136,6829309952,43.66
8250,4,1000,825000,8250000,239.577166,0.030482,0.744408,240.352401,99.68,0.32,Tesla T4,2025-08-27 17:29:14,2025-08-27 17:33:14,2.017706e+08,15642329088,15523905536,118423552,8813019136,6829309952,43.66
8250,5,1000,825000,8250000,234.049271,0.027502,0.834711,234.911793,99.63,0.37,Tesla T4,2025-08-27 17:33:15,2025-08-27 17:37:10,2.017706e+08,15642329088,15523905536,118423552,8813019136,6829309952,43.66
8250,6,1000,825000,8250000,232.347436,0.027592,0.821321,233.196651,99.64,0.36,Tesla T4,2025-08-27 17:37:11,2025-08-27 17:41:04,2.017706e+08,15642329088,15523905536,118423552,8813019136,6829309952,43.66
8250,7,1000,825000,8250000,235.499351,0.031937,0.756358,236.288191,99.67,0.33,Tesla T4,2025-08-27 17:41:05,2025-08-27 17:45:01,2.017706e+08,15642329088,15523905536,118423552,8813019136,6829309952,43.66
8250,8,1000,825000,8250000,238.350130,0.031176,0.747146,239.128789,99.67,0.33,Tesla T4,2025-08-27 17:45:02,2025-08-27 17:49:01,2.017706e+08,15642329088,15523905536,118423552,8813019136,6829309952,43.66
8500,1,1000,850000,8500000,250.198499,0.029279,0.780699,251.008860,99.68,0.32,Tesla T4,2025-08-27 17:49:02,2025-08-27 17:53:13,2.081985e+08,15642329088,15523905536,118423552,8611692544,7030636544,44.95
8500,2,1000,850000,8500000,254.589370,0.034114,0.799322,255.423150,99.67,0.33,Tesla T4,2025-08-27 17:53:14,2025-08-27 17:57:30,2.081985e+08,15642329088,15523905536,118423552,8611692544,7030636544,44.95
8500,3,1000,850000,8500000,253.954484,0.040227,0.779697,254.774721,99.68,0.32,Tesla T4,2025-08-27 17:57:31,2025-08-27 18:01:46,2.081985e+08,15642329088,15523905536,118423552,8611692544,7030636544,44.95
8500,4,1000,850000,8500000,250.318988,0.039491,0.779358,251.138244,99.67,0.33,Tesla T4,2025-08-27 18:01:47,2025-08-27 18:05:58,2.081985e+08,15642329088,15523905536,118423552,8611692544,7030636544,44.95
8500,5,1000,850000,8500000,248.141271,0.030282,0.786024,248.957891,99.67,0.33,Tesla T4,2025-08-27 18:05:59,2025-08-27 18:10:08,2.081985e+08,15642329088,15523905536,118423552,8611692544,7030636544,44.95
8500,6,1000,850000,8500000,249.089644,0.032275,0.795628,249.917874,99.67,0.33,Tesla T4,2025-08-27 18:10:09,2025-08-27 18:14:19,2.081985e+08,15642329088,15523905536,118423552,8611692544,7030636544,44.95
8500,7,1000,850000,8500000,248.197089,0.027318,0.781535,249.006243,99.68,0.32,Tesla T4,2025-08-27 18:14:20,2025-08-27 18:18:29,2.081985e+08,15642329088,15523905536,118423552,8611692544,7030636544,44.95
8500,8,1000,850000,8500000,247.720711,0.031140,0.774854,248.527072,99.68,0.32,Tesla T4,2025-08-27 18:18:30,2025-08-27 18:22:38,2.081985e+08,15642329088,15523905536,118423552,8611692544,7030636544,44.95
8750,1,1000,875000,8750000,256.777286,0.033171,0.774520,257.585259,99.69,0.31,Tesla T4,2025-08-27 18:22:39,2025-08-27 18:26:57,2.149055e+08,15642329088,15523905536,118423552,8410365952,7231963136,46.23
8750,2,1000,875000,8750000,267.712933,0.032418,0.991973,268.737661,99.62,0.38,Tesla T4,2025-08-27 18:26:58,2025-08-27 18:31:26,2.149055e+08,15642329088,15523905536,118423552,8410365952,7231963136,46.23
8750,3,1000,875000,8750000,258.771754,0.032231,0.785669,259.590001,99.68,0.32,Tesla T4,2025-08-27 18:31:28,2025-08-27 18:35:47,2.149055e+08,15642329088,15523905536,118423552,8410365952,7231963136,46.23
8750,4,1000,875000,8750000,257.979352,0.032948,0.771948,258.784553,99.69,0.31,Tesla T4,2025-08-27 18:35:48,2025-08-27 18:40:07,2.149055e+08,15642329088,15523905536,118423552,8410365952,7231963136,46.23
8750,5,1000,875000,8750000,257.159197,0.030567,0.777141,257.967198,99.69,0.31,Tesla T4,2025-08-27 18:40:08,2025-08-27 18:44:26,2.149055e+08,15642329088,15523905536,118423552,8410365952,7231963136,46.23
8750,6,1000,875000,8750000,258.727380,0.029484,0.870137,259.627356,99.65,0.35,Tesla T4,2025-08-27 18:44:27,2025-08-27 18:48:47,2.149055e+08,15642329088,15523905536,118423552,8410365952,7231963136,46.23
8750,7,1000,875000,8750000,258.017311,0.030440,0.773621,258.821734,99.69,0.31,Tesla T4,2025-08-27 18:48:48,2025-08-27 18:53:06,2.149055e+08,15642329088,15523905536,118423552,8410365952,7231963136,46.23
8750,8,1000,875000,8750000,255.896020,0.027895,0.876151,256.800428,99.65,0.35,Tesla T4,2025-08-27 18:53:07,2025-08-27 18:57:24,2.149055e+08,15642329088,15523905536,118423552,8410365952,7231963136,46.23
9000,1,1000,900000,9000000,270.405039,0.030549,0.809776,271.245899,99.69,0.31,Tesla T4,2025-08-27 18:57:25,2025-08-27 19:01:56,2.218690e+08,15642329088,15523905536,118423552,8209039360,7433289728,47.52
9000,2,1000,900000,9000000,272.923462,0.028425,0.834091,273.786307,99.68,0.32,Tesla T4,2025-08-27 19:01:57,2025-08-27 19:06:31,2.218690e+08,15642329088,15523905536,118423552,8209039360,7433289728,47.52
9000,3,1000,900000,9000000,270.854841,0.036121,0.904300,271.795643,99.65,0.35,Tesla T4,2025-08-27 19:06:32,2025-08-27 19:11:04,2.218690e+08,15642329088,15523905536,118423552,8209039360,7433289728,47.52
9000,4,1000,900000,9000000,269.654648,0.029726,0.813237,270.497962,99.69,0.31,Tesla T4,2025-08-27 19:11:05,2025-08-27 19:15:36,2.218690e+08,15642329088,15523905536,118423552,8209039360,7433289728,47.52
9000,5,1000,900000,9000000,269.812656,0.039281,0.877152,270.729420,99.66,0.34,Tesla T4,2025-08-27 19:15:37,2025-08-27 19:20:07,2.218690e+08,15642329088,15523905536,118423552,8209039360,7433289728,47.52
9000,6,1000,900000,9000000,270.002251,0.029033,0.832425,270.864036,99.68,0.32,Tesla T4,2025-08-27 19:20:08,2025-08-27 19:24:39,2.218690e+08,15642329088,15523905536,118423552,8209039360,7433289728,47.52
9000,7,1000,900000,9000000,274.462494,0.036187,1.055378,275.554451,99.60,0.40,Tesla T4,2025-08-27 19:24:40,2025-08-27 19:29:16,2.218690e+08,15642329088,15523905536,118423552,8209039360,7433289728,47.52
9000,8,1000,900000,9000000,273.916017,0.034551,0.846556,274.797441,99.68,0.32,Tesla T4,2025-08-27 19:29:17,2025-08-27 19:33:52,2.218690e+08,15642329088,15523905536,118423552,8209039360,7433289728,47.52
9250,1,1000,925000,9250000,280.145068,0.033953,1.005394,281.184754,99.63,0.37,Tesla T4,2025-08-27 19:33:53,2025-08-27 19:38:34,2.290807e+08,15642329088,15523905536,118423552,8007712768,7634616320,48.81
9250,2,1000,925000,9250000,284.633206,0.033202,0.985397,285.652146,99.64,0.36,Tesla T4,2025-08-27 19:38:35,2025-08-27 19:43:21,2.290807e+08,15642329088,15523905536,118423552,8007712768,7634616320,48.81
9250,3,1000,925000,9250000,279.821670,0.031599,0.830284,280.683868,99.69,0.31,Tesla T4,2025-08-27 19:43:22,2025-08-27 19:48:02,2.290807e+08,15642329088,15523905536,118423552,8007712768,7634616320,48.81
9250,4,1000,925000,9250000,279.843628,0.031439,1.002909,280.878339,99.63,0.37,Tesla T4,2025-08-27 19:48:03,2025-08-27 19:52:44,2.290807e+08,15642329088,15523905536,118423552,8007712768,7634616320,48.81
9250,5,1000,925000,9250000,281.550361,0.034137,0.828466,282.413285,99.69,0.31,Tesla T4,2025-08-27 19:52:45,2025-08-27 19:57:28,2.290807e+08,15642329088,15523905536,118423552,8007712768,7634616320,48.81
9250,6,1000,925000,9250000,281.229297,0.033922,0.846651,282.110193,99.69,0.31,Tesla T4,2025-08-27 19:57:29,2025-08-27 20:02:11,2.290807e+08,15642329088,15523905536,118423552,8007712768,7634616320,48.81
9250,7,1000,925000,9250000,283.148096,0.034940,0.842216,284.025572,99.69,0.31,Tesla T4,2025-08-27 20:02:12,2025-08-27 20:06:56,2.290807e+08,15642329088,15523905536,118423552,8007712768,7634616320,48.81
9250,8,1000,925000,9250000,279.213888,0.036498,0.828225,280.078983,99.69,0.31,Tesla T4,2025-08-27 20:06:57,2025-08-27 20:11:37,2.290807e+08,15642329088,15523905536,118423552,8007712768,7634616320,48.81
9500,1,1000,950000,9500000,290.397648,0.035872,0.870065,291.303883,99.69,0.31,Tesla T4,2025-08-27 20:11:38,2025-08-27 20:16:30,2.365321e+08,15642329088,15523905536,118423552,7806386176,7835942912,50.09
9500,2,1000,950000,9500000,294.217883,0.034680,0.867255,295.120124,99.69,0.31,Tesla T4,2025-08-27 20:16:31,2025-08-27 20:21:26,2.365321e+08,15642329088,15523905536,118423552,7806386176,7835942912,50.09
9500,3,1000,950000,9500000,296.528477,0.038107,0.875732,297.442660,99.69,0.31,Tesla T4,2025-08-27 20:21:27,2025-08-27 20:26:24,2.365321e+08,15642329088,15523905536,118423552,7806386176,7835942912,50.09
9500,4,1000,950000,9500000,297.988246,0.039215,0.915489,298.943324,99.68,0.32,Tesla T4,2025-08-27 20:26:26,2025-08-27 20:31:24,2.365321e+08,15642329088,15523905536,118423552,7806386176,7835942912,50.09
9500,5,1000,950000,9500000,292.778124,0.035118,1.006222,293.819809,99.65,0.35,Tesla T4,2025-08-27 20:31:26,2025-08-27 20:36:19,2.365321e+08,15642329088,15523905536,118423552,7806386176,7835942912,50.09
9500,6,1000,950000,9500000,292.041194,0.032124,0.849312,292.923008,99.70,0.30,Tesla T4,2025-08-27 20:36:21,2025-08-27 20:41:13,2.365321e+08,15642329088,15523905536,118423552,7806386176,7835942912,50.09
9500,7,1000,950000,9500000,291.371180,0.032451,0.870129,292.274087,99.69,0.31,Tesla T4,2025-08-27 20:41:14,2025-08-27 20:46:07,2.365321e+08,15642329088,15523905536,118423552,7806386176,7835942912,50.09
9500,8,1000,950000,9500000,293.744766,0.030147,0.887597,294.662835,99.69,0.31,Tesla T4,2025-08-27 20:46:08,2025-08-27 20:51:02,2.365321e+08,15642329088,15523905536,118423552,7806386176,7835942912,50.09
